variable_0,variable_1,variable_2,variable_3,variable_4,variable_5,variable_6,variable_7,variable_8,variable_9,variable_10,variable_11,variable_12,variable_13,variable_14,variable_15,variable_16,variable_17,State,ID,target
209,2.4,8.26,0,0,8.9,38.62,258.4,4,21.96,227.2,0,183.5,92,128,74,415,3,SD,1494,0
110,2.62,8.26,38,0,9.7,40.17,195.9,6,16.65,236.3,1,183.5,112,102,82,415,1,TX,1495,0
112,3.13,5.89,0,0,11.6,44.44,154.5,2,13.13,261.4,0,130.9,102,108,90,415,1,WV,1496,0
82,3.16,12.15,0,0,11.7,51.05,181.0,4,15.39,300.3,0,270.1,100,109,73,415,0,DC,1497,1
45,2.97,8.65,0,0,11.0,26.47,260.3,1,22.13,155.7,0,192.2,103,110,98,510,1,NJ,1498,0
96,3.13,9.91,0,0,11.6,16.59,105.5,9,8.97,97.6,0,220.2,118,98,105,415,1,MT,1499,0
108,3.67,11.01,42,1,13.6,22.12,167.0,5,14.2,130.1,1,244.7,128,90,80,415,3,MD,1500,1
131,2.05,10.8,28,0,7.6,42.43,227.2,3,19.31,249.6,1,239.9,138,87,92,415,3,KS,1501,0
69,3.08,9.17,0,0,11.4,33.17,261.5,5,22.23,195.1,0,203.8,57,91,90,510,0,MA,1502,0
159,3.4,7.26,23,0,12.6,26.11,216.9,3,18.44,153.6,1,161.3,88,93,91,415,2,SC,1503,0
110,2.24,8.01,27,1,8.3,45.54,263.3,2,22.38,267.9,1,178.1,74,103,106,415,1,KS,1504,1
129,2.51,10.81,30,0,9.3,30.14,211.8,7,18.0,177.3,1,240.2,102,95,108,510,3,NE,1505,0
106,2.89,8.19,0,1,10.7,22.73,187.8,2,15.96,133.7,0,181.9,107,45,89,408,1,PA,1506,1
110,3.02,10.51,0,0,11.2,25.81,138.0,8,11.73,151.8,0,233.5,126,106,112,415,3,IN,1507,0
62,2.38,8.78,0,0,8.8,31.76,207.6,4,17.65,186.8,0,195.0,92,94,98,415,3,LA,1508,0
80,3.54,8.53,0,0,13.1,17.99,43.9,5,3.73,105.8,0,189.6,88,110,87,415,0,MN,1509,0
87,2.57,12.86,0,0,9.5,34.82,161.0,3,13.69,204.8,0,285.7,80,101,89,415,0,NY,1510,0
76,3.24,7.43,0,1,12.0,46.46,263.6,7,22.41,273.3,0,165.2,121,66,84,415,1,MD,1511,1
120,2.51,5.02,0,0,9.3,37.62,267.6,7,22.75,221.3,0,111.5,98,106,80,415,0,VT,1512,0
126,3.51,8.61,0,0,13.0,32.45,149.7,3,12.72,190.9,0,191.4,72,143,87,415,1,TX,1513,0
105,2.67,6.8,34,0,9.9,37.15,196.7,4,16.72,218.5,1,151.1,74,61,103,415,2,WI,1514,0
63,2.97,8.89,36,1,11.0,33.83,291.3,6,24.76,199.0,1,197.6,111,110,92,415,1,OH,1515,0
210,1.76,11.48,0,0,6.5,17.78,149.5,8,12.71,104.6,0,255.1,71,121,67,408,2,VA,1516,0
26,0.95,8.62,0,0,3.5,39.87,216.5,6,18.4,234.5,0,191.6,129,109,94,415,3,NC,1517,0
100,1.16,4.04,0,0,4.3,22.29,176.2,4,14.98,131.1,0,89.7,81,108,81,415,1,AZ,1518,0
85,2.65,8.3,0,0,9.8,21.44,274.7,4,23.35,126.1,0,184.4,126,112,95,415,1,MO,1519,0
137,3.29,7.32,0,0,12.2,41.38,121.2,5,10.3,243.4,0,162.6,110,114,104,415,0,NJ,1520,0
122,3.13,9.0,37,0,11.6,27.71,312.8,5,26.59,163.0,1,200.0,118,107,85,415,1,NY,1521,0
143,2.05,10.71,0,0,7.6,26.44,213.4,11,18.14,155.5,0,237.9,89,101,61,408,1,NV,1522,0
152,2.86,1.97,0,0,10.6,35.07,292.8,4,24.89,206.3,0,43.7,82,98,121,415,1,IA,1523,0
115,2.86,7.78,0,0,10.6,21.71,182.9,7,15.55,127.7,0,172.9,90,67,92,408,1,DE,1524,0
71,2.21,5.71,0,0,8.2,47.18,131.8,2,11.2,277.5,0,126.9,121,104,101,415,1,CO,1525,0
128,4.32,10.77,34,0,16.0,24.19,194.8,6,16.56,142.3,1,239.3,79,73,81,408,1,SD,1526,0
123,2.54,8.52,0,0,9.4,43.84,211.6,2,17.99,257.9,0,189.3,71,92,104,408,2,TX,1527,0
56,1.32,10.2,29,0,4.9,6.41,144.1,3,12.25,37.7,1,226.6,111,115,101,415,1,WA,1528,0
129,3.11,4.45,0,0,11.5,31.62,262.3,6,22.3,186.0,0,98.9,96,127,63,408,4,VT,1529,0
134,2.7,7.43,38,0,10.0,36.45,211.7,8,17.99,214.4,1,165.0,57,93,79,415,1,HI,1530,0
159,2.81,10.89,0,0,10.4,32.15,246.1,5,20.92,189.1,0,242.0,147,105,106,415,1,NE,1531,1
95,3.19,8.55,0,0,11.8,40.48,187.2,4,15.91,238.1,0,190.0,98,65,115,408,4,AZ,1532,0
116,3.19,9.26,35,0,11.8,20.06,167.2,2,14.21,118.0,1,205.7,106,103,102,510,2,NV,1533,0
82,2.11,12.95,0,0,7.8,24.43,170.7,5,14.51,143.7,0,287.7,99,116,95,408,1,WV,1534,0
62,2.78,8.71,0,0,10.3,21.88,169.5,5,14.41,128.7,0,193.6,104,111,97,408,1,WV,1535,0
96,3.05,15.76,23,0,11.3,31.13,147.4,7,12.53,183.1,1,350.2,89,88,108,415,1,IN,1536,0
79,3.51,9.56,0,0,13.0,24.48,135.8,4,11.54,144.0,0,212.4,91,90,129,415,1,TX,1537,0
117,4.24,8.99,0,0,15.7,17.39,135.2,10,11.49,102.3,0,199.7,104,100,93,408,3,HI,1538,0
63,2.46,9.3,0,0,9.1,25.38,273.6,4,23.26,149.3,0,206.6,75,104,72,408,0,WA,1539,0
169,3.73,12.95,0,0,13.8,45.34,158.2,3,13.45,266.7,0,287.7,88,105,111,408,3,TX,1540,1
124,2.78,4.93,0,0,10.3,28.46,233.2,5,19.82,167.4,0,109.6,143,119,115,415,0,PA,1541,0
134,1.65,7.23,0,0,6.1,31.25,123.5,2,10.5,183.8,0,160.7,92,111,105,408,1,IL,1542,0
91,2.48,12.48,37,0,9.2,27.59,233.9,4,19.88,162.3,1,277.4,115,107,94,510,0,NE,1543,0
70,3.48,11.5,0,0,12.9,39.58,303.4,7,25.79,232.8,0,255.6,111,95,104,415,0,TX,1544,1
134,3.4,13.1,0,0,12.6,35.41,253.6,3,21.56,208.3,0,291.0,89,86,86,408,1,WA,1545,0
87,2.4,12.3,0,0,8.9,26.06,224.5,5,19.08,153.3,0,273.4,117,106,152,510,2,OH,1546,0
122,3.43,11.32,0,0,12.7,5.97,180.8,2,15.37,35.1,0,251.6,89,62,58,415,1,PA,1547,0
68,3.05,13.59,39,1,11.3,24.14,241.6,5,20.54,142.0,1,302.0,89,140,72,415,1,DC,1548,0
150,1.94,11.32,27,0,7.2,35.67,155.0,6,13.18,209.8,1,251.5,80,112,111,408,0,MA,1549,0
68,2.27,10.52,0,0,8.4,36.36,260.5,3,22.14,213.9,0,233.8,100,112,97,415,1,UT,1550,1
156,2.24,4.25,0,1,8.3,47.09,238.3,3,20.26,277.0,0,94.4,106,119,96,408,1,CO,1551,0
73,4.05,6.93,0,0,15.0,43.32,143.4,7,12.19,254.8,0,153.9,80,85,102,415,2,DE,1552,0
7,2.92,11.12,30,0,10.8,37.64,165.8,12,14.09,221.4,1,247.0,116,114,105,408,1,NV,1553,0
126,3.4,10.82,23,0,12.6,19.43,190.3,7,16.18,114.3,1,240.4,103,102,111,415,3,SD,1554,0
51,3.32,8.66,12,1,12.3,23.09,200.6,7,17.05,135.8,1,192.4,134,60,98,510,2,AK,1555,0
120,2.92,12.74,0,0,10.8,32.74,206.4,3,17.54,192.6,0,283.2,105,123,93,510,1,WV,1556,0
66,3.27,8.57,36,0,12.1,18.14,209.8,2,17.83,106.7,1,190.4,77,76,117,415,1,MO,1557,0
93,2.89,8.67,31,0,10.7,40.32,213.1,4,18.11,237.2,1,192.7,100,85,87,415,1,MA,1558,0
157,4.05,8.66,29,0,15.0,37.26,206.0,5,17.51,219.2,1,192.4,109,102,117,510,1,DC,1559,0
89,4.29,12.64,0,0,15.9,19.62,209.9,6,17.84,115.4,0,280.9,115,99,112,415,3,WY,1560,0
122,2.27,7.56,29,0,8.4,33.22,268.2,6,22.8,195.4,1,168.0,93,83,95,408,3,MA,1561,0
74,2.19,11.58,0,0,8.1,26.47,173.7,4,14.76,155.7,0,257.4,63,116,97,415,0,MD,1562,0
65,0.73,11.25,0,0,2.7,36.28,234.5,4,19.93,213.4,0,250.1,94,111,123,415,1,IN,1563,0
75,3.21,7.79,0,0,11.9,24.34,209.1,9,17.77,143.2,0,173.0,142,92,96,415,1,MN,1564,0
100,1.97,2.86,0,0,7.3,40.09,176.0,1,14.96,235.8,0,63.6,69,130,122,415,2,CT,1565,0
68,3.83,9.65,24,1,14.2,21.37,275.9,6,23.45,125.7,1,214.5,98,92,108,415,3,OH,1566,1
115,3.32,9.6,0,0,12.3,38.49,276.8,4,23.53,226.4,0,213.4,60,101,82,415,3,IN,1567,1
56,4.19,6.74,0,0,15.5,35.77,176.6,4,15.01,210.4,0,149.7,96,80,56,408,1,WA,1568,0
52,1.11,7.15,24,0,4.1,29.05,201.4,5,17.12,170.9,1,159.0,80,71,124,415,2,AK,1569,0
87,2.05,10.05,0,0,7.6,26.66,215.8,6,18.34,156.8,0,223.3,68,93,77,415,1,ID,1570,0
171,2.59,6.12,0,0,9.6,45.99,230.0,5,19.55,270.5,0,136.0,112,69,111,408,1,WA,1571,1
80,2.05,6.94,0,0,7.6,34.63,216.4,5,18.39,203.7,0,154.2,97,92,66,510,2,OR,1572,0
118,2.67,8.32,0,1,9.9,27.2,175.4,3,14.91,160.0,0,184.8,96,123,99,408,2,MA,1573,0
121,3.32,4.29,0,0,12.3,28.66,168.6,4,14.33,168.6,0,95.3,94,121,59,408,1,DC,1574,0
138,3.56,7.87,0,0,13.2,39.12,212.0,4,18.02,230.1,0,174.9,120,107,119,415,1,VT,1575,0
102,2.67,6.39,0,0,9.9,26.61,204.3,2,17.37,156.5,0,141.9,103,67,72,408,2,VA,1576,0
48,4.43,7.09,0,0,16.4,35.84,189.6,3,16.12,210.8,0,157.6,98,84,99,415,2,ND,1577,0
143,3.13,10.57,24,0,11.6,31.72,222.0,5,18.87,186.6,1,234.9,116,69,138,408,1,KS,1578,0
118,2.59,7.64,26,0,9.6,29.04,199.5,5,16.96,170.8,1,169.7,125,114,98,415,5,MS,1579,1
94,2.32,7.68,0,1,8.6,40.05,194.8,4,16.56,235.6,0,170.6,107,131,93,415,1,VA,1580,0
142,2.92,12.15,30,0,10.8,26.18,165.8,5,14.09,154.0,1,270.0,97,75,83,415,1,MO,1581,0
97,3.27,12.11,24,0,12.1,29.94,159.4,9,13.55,176.1,1,269.1,81,109,94,415,0,AK,1582,0
116,3.05,9.86,0,0,11.3,22.66,247.8,5,21.06,133.3,0,219.0,126,94,78,408,5,MI,1583,1
99,3.24,10.7,0,0,12.0,37.81,185.8,8,15.79,222.4,0,237.7,89,102,81,415,2,ME,1584,0
72,1.49,9.95,29,1,5.5,23.77,138.2,6,11.75,139.8,1,221.0,91,114,88,510,0,VA,1585,0
103,3.4,10.03,0,0,12.6,31.45,223.3,2,18.98,185.0,0,222.8,94,117,91,415,2,MA,1586,0
130,2.51,6.41,0,0,9.3,41.23,102.8,2,8.74,242.5,0,142.4,114,101,89,415,2,AK,1587,0
125,2.54,7.85,32,0,9.4,16.41,145.8,2,12.39,96.5,1,174.4,109,109,82,408,1,OR,1588,0
78,3.38,10.85,0,0,12.5,28.61,221.2,1,18.8,168.3,0,241.0,73,110,136,510,1,SC,1589,0
88,1.94,12.87,0,1,7.2,39.97,251.8,2,21.4,235.1,0,285.9,79,98,76,415,4,MD,1590,1
105,3.29,11.66,0,0,12.2,17.24,159.1,2,13.52,101.4,0,259.2,119,48,53,415,1,MS,1591,0
108,3.73,6.12,0,1,13.8,19.57,211.3,3,17.96,115.1,0,136.1,70,114,85,408,2,MI,1592,1
87,2.86,6.05,21,0,10.6,36.38,180.0,5,15.3,214.0,1,134.5,114,113,82,415,0,SD,1593,0
117,2.32,5.52,14,0,8.6,13.63,219.0,2,18.62,80.2,1,122.6,103,81,102,408,1,WI,1594,0
77,3.24,10.64,0,0,12.0,11.51,195.7,2,16.63,67.7,0,236.5,86,68,137,510,1,WV,1595,0
98,1.84,7.52,0,0,6.8,0.0,159.6,1,13.57,0.0,0,167.1,130,0,88,415,4,SD,1596,1
175,2.35,14.1,0,0,8.7,22.44,231.2,10,19.65,132.0,0,313.4,74,95,108,415,1,ME,1597,0
98,2.89,9.35,38,0,10.7,36.33,253.0,5,21.51,213.7,1,207.7,104,61,73,415,2,OR,1598,0
94,2.59,6.21,0,0,9.6,23.15,165.1,5,14.03,136.2,0,137.9,118,114,71,408,0,AR,1599,0
52,3.65,13.02,32,0,13.5,22.12,247.2,5,21.01,130.1,1,289.4,77,68,87,415,2,MN,1600,0
153,2.73,7.95,0,0,10.1,27.12,275.5,2,23.42,159.5,0,176.7,90,103,126,510,1,WI,1601,1
71,1.89,7.71,0,0,7.0,24.0,149.1,2,12.67,141.2,0,171.4,90,132,72,408,2,WA,1602,0
96,2.84,8.15,0,0,10.5,33.61,250.5,3,21.29,197.7,0,181.2,53,68,67,408,3,NV,1603,0
55,3.65,8.1,0,0,13.5,22.44,279.6,4,23.77,132.0,0,180.0,114,103,74,415,0,NM,1604,0
157,2.27,10.23,0,1,8.4,30.67,194.0,5,16.49,180.4,0,227.3,98,123,88,415,0,WY,1605,0
106,4.29,4.59,0,0,15.9,35.41,169.4,4,14.4,208.3,0,102.0,67,89,90,415,3,MD,1606,0
174,3.35,9.98,15,0,12.4,37.71,210.6,9,17.9,221.8,1,221.8,115,143,109,415,1,PA,1607,0
99,3.05,7.34,0,1,11.3,41.19,350.9,3,29.83,242.3,0,163.1,102,102,93,510,0,AR,1608,1
146,2.84,10.02,0,1,10.5,34.75,219.1,6,18.62,204.4,0,222.7,90,135,114,510,3,VT,1609,0
97,1.27,5.54,0,0,4.7,35.87,189.0,4,16.07,211.0,0,123.0,100,76,102,510,3,ME,1610,0
155,2.11,10.19,0,0,7.8,31.38,196.0,1,16.66,184.6,0,226.5,117,102,122,510,1,KY,1611,0
120,3.08,10.68,31,0,11.4,26.1,219.1,4,18.62,153.5,1,237.4,96,83,76,415,0,FL,1612,0
119,2.05,6.64,29,0,7.6,20.03,256.8,3,21.83,117.8,1,147.6,114,66,76,415,3,RI,1613,0
103,3.35,8.06,0,0,12.4,33.75,42.5,5,3.61,198.5,0,179.2,90,112,124,415,0,MN,1614,0
144,2.54,8.58,0,1,9.4,25.5,285.9,15,24.3,150.0,0,190.6,73,69,121,415,0,NV,1615,0
20,1.7,8.17,0,0,6.3,32.3,258.2,6,21.95,190.0,0,181.5,84,109,102,415,0,MO,1616,0
67,2.03,9.4,0,0,7.5,19.64,252.2,6,21.44,115.5,0,208.9,143,70,91,415,0,CT,1617,0
110,2.3,11.04,0,0,8.5,41.0,174.3,4,14.82,241.2,0,245.3,85,105,59,415,2,WA,1618,0
103,2.81,9.95,0,0,10.4,25.6,169.1,8,14.37,150.6,0,221.2,126,125,104,408,8,NH,1619,1
146,2.0,8.37,0,0,7.4,32.18,155.9,3,13.25,189.3,0,186.0,128,77,83,510,0,HI,1620,0
98,2.3,6.42,0,0,8.5,28.88,138.3,7,11.76,169.9,0,142.6,155,77,105,408,1,GA,1621,0
122,2.32,8.5,0,0,8.6,23.24,243.1,4,20.66,136.7,0,188.9,137,115,110,415,0,VT,1622,0
98,3.48,10.63,31,0,12.9,30.87,220.7,4,18.76,181.6,1,236.3,100,112,121,415,2,HI,1623,0
116,2.24,9.65,35,0,8.3,34.07,272.8,4,23.19,200.4,1,214.5,89,104,100,415,1,WI,1624,0
19,3.05,11.74,34,0,11.3,26.62,224.2,1,19.06,156.6,1,260.9,97,97,135,510,1,TX,1625,0
125,2.48,7.05,0,0,9.2,19.21,169.2,5,14.38,113.0,0,156.6,107,108,61,408,2,RI,1626,1
131,3.97,14.5,0,0,14.7,40.95,167.4,8,14.23,240.9,0,322.2,91,108,109,408,3,IN,1627,0
101,1.94,7.6,0,0,7.2,0.0,192.1,4,16.33,0.0,0,168.8,119,0,95,510,1,VT,1628,0
87,2.97,7.8,0,0,11.0,40.32,222.6,3,18.92,237.2,0,173.3,87,124,81,408,1,AL,1629,0
113,1.78,5.31,0,0,6.6,12.33,204.0,3,17.34,72.5,0,117.9,112,88,118,510,1,WV,1630,0
161,1.08,10.11,0,0,4.0,25.77,219.4,5,18.65,151.6,0,224.7,87,117,68,415,1,WA,1631,0
51,2.7,7.68,0,0,10.0,30.69,134.7,3,11.45,180.5,0,170.7,102,88,97,415,2,TX,1632,0
86,2.78,9.29,0,1,10.3,45.24,182.0,4,15.47,266.1,0,206.5,92,120,103,415,1,IL,1633,0
86,1.67,7.49,0,0,6.2,25.19,285.1,3,24.23,148.2,0,166.4,91,71,155,408,2,MI,1634,0
111,3.27,10.23,13,0,12.1,32.83,111.6,4,9.49,193.1,1,227.4,98,104,94,408,1,HI,1635,0
98,3.59,6.91,0,0,13.3,40.15,189.4,4,16.1,236.2,0,153.6,110,122,104,408,0,CO,1636,0
92,2.54,10.99,0,1,9.4,22.22,260.6,2,22.15,130.7,0,244.2,122,113,98,415,2,ME,1637,1
69,2.89,6.42,0,0,10.7,38.79,263.7,5,22.41,228.2,0,142.6,80,70,60,415,3,PA,1638,0
133,3.19,10.98,0,0,11.8,20.03,199.2,4,16.93,117.8,0,244.1,105,100,119,408,0,OH,1639,1
94,2.81,7.75,0,0,10.4,20.18,205.1,6,17.43,118.7,0,172.2,57,90,100,408,3,VT,1640,0
80,3.05,7.36,0,0,11.3,33.58,206.9,4,17.59,197.5,0,163.6,119,114,109,415,1,VA,1641,0
72,1.35,13.14,0,0,5.0,48.86,235.3,3,20.0,287.4,0,292.1,126,116,114,510,4,IN,1642,1
106,2.46,11.38,0,0,9.1,26.96,220.0,3,18.7,158.6,0,252.9,114,112,106,415,0,OH,1643,0
120,3.73,8.58,0,1,13.8,30.58,170.0,2,14.45,179.9,0,190.6,98,72,89,408,1,TN,1644,1
130,4.56,5.7,0,1,16.9,36.75,363.7,2,30.91,216.2,0,126.7,86,106,123,408,5,NC,1645,1
156,0.95,9.72,0,0,3.5,25.59,152.9,3,13.0,150.5,0,215.9,112,106,86,408,1,CO,1646,0
157,1.92,14.5,30,0,7.1,33.03,243.2,5,20.67,194.3,1,322.2,108,107,114,510,1,OR,1647,0
87,3.02,7.89,28,0,11.2,24.4,223.5,5,19.0,143.5,1,175.4,147,106,69,408,0,HI,1648,0
136,2.84,4.58,33,1,10.5,34.66,187.6,6,15.95,203.9,1,101.7,99,106,107,415,3,AK,1649,0
65,1.19,9.09,0,0,4.4,18.87,219.8,14,18.68,111.0,0,202.0,84,51,89,415,1,RI,1650,0
193,3.13,5.08,0,0,11.6,29.05,132.3,3,11.25,170.9,0,112.9,95,124,89,415,1,MS,1651,0
166,2.57,9.76,0,0,9.5,34.71,179.9,5,15.29,204.2,0,216.8,152,115,109,510,1,IN,1652,0
81,3.29,9.55,0,0,12.2,31.21,152.6,6,12.97,183.6,0,212.2,98,116,99,415,3,WA,1653,0
86,3.51,11.5,0,0,13.0,38.47,223.0,3,18.96,226.3,0,255.6,107,88,92,408,4,MD,1654,0
145,2.89,10.56,31,0,10.7,36.72,225.1,1,19.13,216.0,1,234.7,123,94,109,408,2,WV,1655,0
41,1.84,9.33,0,0,6.8,30.96,211.5,1,17.98,182.1,0,207.4,104,89,124,510,1,NV,1656,0
163,2.11,9.5,0,1,7.8,33.52,188.5,8,16.02,197.2,0,211.1,113,90,94,415,1,SD,1657,0
32,3.46,5.96,0,0,12.8,26.84,180.8,3,15.37,157.9,0,132.5,132,88,102,408,1,TX,1658,0
112,2.62,7.05,17,0,9.7,31.14,252.8,3,21.49,183.2,1,156.7,125,95,95,415,0,MA,1659,0
35,2.78,9.71,0,0,10.3,23.48,158.2,2,13.45,138.1,0,215.7,82,115,118,408,5,NH,1660,1
116,3.05,6.66,0,0,11.3,36.94,216.1,3,18.37,217.3,0,148.1,95,91,76,415,2,MS,1661,0
147,2.81,9.6,33,0,10.4,42.76,234.1,6,19.9,251.5,1,213.4,110,107,87,510,3,NY,1662,0
193,3.16,7.0,31,0,11.7,12.1,124.7,3,10.6,71.2,1,155.5,105,58,108,415,0,ME,1663,0
201,3.02,11.31,0,0,11.2,38.4,299.1,4,25.42,225.9,0,251.3,86,110,81,415,1,TX,1664,1
107,3.89,10.22,0,0,14.4,17.58,189.3,3,16.09,103.4,0,227.2,125,94,125,408,1,CT,1665,0
119,2.05,8.93,0,0,7.6,39.17,225.0,6,19.13,230.4,0,198.5,101,117,111,415,3,ID,1666,0
142,1.59,11.44,26,0,5.9,37.49,239.5,9,20.36,220.5,1,254.3,126,94,109,415,2,FL,1667,0
138,3.27,9.4,0,0,12.1,35.0,257.1,8,21.85,205.9,0,209.0,94,96,63,510,0,UT,1668,0
122,2.62,5.4,0,1,9.7,23.8,196.4,4,16.69,140.0,0,120.1,77,101,133,510,4,GA,1669,1
88,4.35,8.47,17,0,16.1,37.32,222.1,5,18.88,219.5,1,188.3,94,78,92,415,1,DC,1670,0
59,2.35,7.62,0,0,8.7,26.38,235.3,4,20.0,155.2,0,169.4,123,79,80,510,1,UT,1671,0
88,2.3,8.2,0,0,8.5,26.1,251.7,6,21.39,153.5,0,182.2,118,94,99,408,1,SC,1672,0
144,3.21,8.74,0,1,11.9,34.6,247.6,11,21.05,203.5,0,194.3,103,100,94,510,0,AZ,1673,0
178,3.67,6.62,0,0,13.6,46.82,187.5,3,15.94,275.4,0,147.1,62,150,126,408,1,NV,1674,0
90,2.94,4.68,0,0,10.9,18.68,220.8,6,18.77,109.9,0,104.0,114,102,133,408,0,CO,1675,0
84,3.46,9.8,41,0,12.8,26.16,140.7,5,11.96,153.9,1,217.7,117,102,101,408,1,NM,1676,0
102,3.24,6.65,0,1,12.0,38.11,243.3,8,20.68,224.2,0,147.8,90,81,66,510,3,MS,1677,0
87,2.89,7.79,0,1,10.7,22.81,165.0,5,14.03,134.2,0,173.1,71,80,102,510,0,RI,1678,0
11,2.62,8.73,0,0,9.7,24.38,289.4,6,24.6,143.4,0,194.0,50,130,100,415,2,NY,1679,0
136,3.13,6.08,0,0,11.6,18.6,207.5,5,17.64,109.4,0,135.0,111,91,107,510,0,AL,1680,0
75,0.68,7.63,28,0,2.5,34.1,164.1,5,13.95,200.6,1,169.6,111,96,153,510,1,DE,1681,0
78,2.92,11.07,32,0,10.8,35.75,192.2,4,16.34,210.3,1,246.1,83,116,92,510,6,NE,1682,0
130,1.94,5.17,0,0,7.2,27.68,290.3,3,24.68,162.8,0,114.9,111,113,140,415,1,FL,1683,0
125,3.13,7.72,0,0,11.6,30.99,139.8,7,11.88,182.3,0,171.6,121,64,96,415,2,NJ,1684,0
81,3.21,11.62,0,1,11.9,38.66,211.5,3,17.98,227.4,0,258.2,120,105,113,510,0,DC,1685,0
118,3.16,9.7,35,0,11.7,43.57,258.1,1,21.94,256.3,1,215.5,91,119,130,510,1,NV,1686,0
59,2.3,7.34,28,0,8.5,20.55,213.0,5,18.11,120.9,1,163.1,92,97,116,408,2,OR,1687,0
19,3.48,9.93,0,0,12.9,34.26,129.2,4,10.98,201.5,0,220.6,110,123,98,415,1,ME,1688,0
103,3.92,6.62,31,0,14.5,31.52,197.6,4,16.8,185.4,1,147.1,126,105,110,415,2,AR,1689,0
119,3.19,10.28,23,0,11.8,26.18,278.0,4,23.63,154.0,1,228.4,137,114,112,510,2,NM,1690,0
64,3.67,11.32,0,0,13.6,35.05,232.4,2,19.75,206.2,0,251.6,76,76,96,415,1,WY,1691,0
50,3.13,6.83,0,0,11.6,32.11,203.9,8,17.33,188.9,0,151.8,104,94,124,510,3,TX,1692,0
145,0.89,11.29,0,0,3.3,39.03,138.1,3,11.74,229.6,0,250.8,103,82,109,408,1,WY,1693,0
42,2.38,12.56,0,0,8.8,31.37,200.5,3,17.04,184.5,0,279.2,93,98,91,415,2,MO,1694,0
111,3.27,11.18,0,0,12.1,13.31,198.2,4,16.85,78.3,0,248.5,94,119,94,510,1,SC,1695,0
149,1.7,8.18,0,0,6.3,11.75,136.3,3,11.59,69.1,0,181.7,100,117,53,408,1,IL,1696,0
148,2.94,10.47,0,0,10.9,40.68,195.7,3,16.63,239.3,0,232.6,85,84,104,510,1,KS,1697,0
135,1.57,10.54,24,1,5.8,21.71,215.0,4,18.28,127.7,1,234.3,105,54,84,510,2,ND,1698,0
156,2.86,10.73,0,0,10.6,29.67,197.4,2,16.78,174.5,0,238.5,116,65,86,415,0,IL,1699,0
65,3.56,6.06,0,0,13.2,35.92,162.6,5,13.82,211.3,0,134.7,122,120,118,415,3,MI,1700,0
135,3.7,2.89,0,0,13.7,29.48,222.0,6,18.87,173.4,0,64.2,84,107,94,415,1,OH,1701,0
113,2.67,9.49,0,0,9.9,35.22,256.0,1,21.76,207.2,0,211.0,80,113,87,510,1,VT,1702,0
165,0.0,10.28,0,0,0.0,41.29,209.8,0,17.83,242.9,0,228.4,65,126,126,510,1,VT,1703,0
108,2.54,15.97,0,0,9.4,33.75,267.8,3,22.76,198.5,0,354.9,60,99,75,408,0,VA,1704,1
165,2.78,14.02,0,0,10.3,25.59,193.1,2,16.41,150.5,0,311.6,93,75,93,408,1,ME,1705,0
64,2.4,12.3,0,0,8.9,24.74,228.4,8,19.41,145.5,0,273.4,110,116,91,408,1,VT,1706,0
169,2.7,5.9,0,0,10.0,24.23,231.4,4,19.67,142.5,0,131.2,110,82,67,408,2,NC,1707,0
68,1.3,8.1,22,0,4.8,14.03,289.9,4,24.64,82.5,1,180.0,94,97,114,408,3,ND,1708,0
68,2.75,11.53,0,0,10.2,22.37,137.0,5,11.65,131.6,0,256.3,109,89,107,408,3,NM,1709,0
59,2.75,6.24,0,0,10.2,27.12,167.2,4,14.21,159.5,0,138.6,123,96,106,408,0,AK,1710,0
101,4.19,9.23,33,0,15.5,34.02,188.9,4,16.06,200.1,1,205.1,122,108,90,415,0,GA,1711,0
108,2.35,7.46,25,0,8.7,29.02,109.9,1,9.34,170.7,1,165.7,113,88,99,510,3,PA,1712,0
129,2.81,8.59,0,0,10.4,56.83,192.1,6,16.33,334.3,0,191.0,104,118,83,510,0,DE,1713,1
32,4.0,7.53,0,0,14.8,28.02,229.9,2,19.54,164.8,0,167.3,96,98,108,415,2,NY,1714,0
95,3.32,8.65,0,0,12.3,26.62,247.6,5,21.05,156.6,0,192.3,75,88,115,510,3,MT,1715,0
101,3.65,7.65,0,0,13.5,15.25,260.1,11,22.11,89.7,0,170.1,79,118,93,408,5,OK,1716,1
132,1.67,3.94,0,0,6.2,27.74,167.6,10,14.25,163.2,0,87.5,90,80,90,510,1,ND,1717,0
133,2.78,6.08,0,1,10.3,21.64,251.3,3,21.36,127.3,0,135.0,81,108,88,510,1,RI,1718,0
48,2.24,6.0,0,0,8.3,32.37,317.5,4,26.99,190.4,0,133.4,85,92,113,415,2,OR,1719,0
117,1.0,10.15,22,1,3.7,33.32,322.7,5,27.43,196.0,1,225.6,82,82,120,415,1,IN,1720,0
74,2.46,8.82,0,0,9.1,31.91,163.4,5,13.89,187.7,0,196.0,148,127,94,415,0,RI,1721,0
108,2.57,9.66,35,0,9.5,28.87,173.7,7,14.76,169.8,1,214.6,101,136,105,415,2,KY,1722,0
158,3.89,3.59,0,0,14.4,34.88,240.6,12,20.45,205.2,0,79.7,77,97,108,510,0,AZ,1723,0
162,1.76,6.91,0,0,6.5,30.11,114.7,6,9.75,177.1,0,153.6,122,131,88,408,3,WI,1724,0
